Category,Category | Sub-Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Period,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Selection,Ship Date,Ship Mode,State,Sub-Category,Type Of Area,Costs,Discount,Profit,Profitable or not?,Quantity,S C P,Sales
Office Supplies,Art,Los Angeles,United States,JS-15685,Jim Sink,2020-02-29,CA-2016-109806,0,90036,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,West,90,Corporate,WEST,2024-01-20,Standard Class,California,Art,,13.467,0.0,6.633,Yes,3,20.1,20.1
Technology,Phones,Los Angeles,United States,JS-15685,Jim Sink,2020-02-29,CA-2016-109806,0,90036,TEC-PH-10004093,Panasonic Kx-TS550,West,91,Corporate,WEST,2024-01-20,Standard Class,California,Phones,,65.3058,0.2,8.2782,Yes,2,73.584,73.584
Office Supplies,Paper,Los Angeles,United States,JS-15685,Jim Sink,2020-02-29,CA-2016-109806,0,90036,OFF-PA-10000304,Xerox 1995,West,92,Corporate,WEST,2024-01-19,Standard Class,California,Paper,,3.3696,0.0,3.1104,Yes,1,6.48,6.48
Office Supplies,Paper,Minneapolis,United States,KB-16315,Karl Braun,2020-03-01,CA-2015-149587,0,55407,OFF-PA-10003177,Xerox 1999,Central,93,Consumer,CENTRAL,2024-01-19,Second Class,Minnesota,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,12.96
Furniture,Furnishings,Minneapolis,United States,KB-16315,Karl Braun,2020-03-01,CA-2015-149587,0,55407,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Central,94,Consumer,CENTRAL,2024-01-19,Second Class,Minnesota,Furnishings,,36.8046,0.0,16.5354,Yes,3,53.34,53.34
Office Supplies,Binders,Minneapolis,United States,KB-16315,Karl Braun,2020-03-02,CA-2015-149587,0,55407,OFF-BI-10002852,Ibico Standard Transparent Covers,Central,95,Consumer,CENTRAL,2024-01-19,Second Class,Minnesota,Binders,,16.8096,0.0,16.1504,Yes,2,32.96,32.96
Office Supplies,Binders,Portland,United States,RB-19705,Roger Barcio,2020-03-05,US-2017-109484,0,97206,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,West,96,Home Office,WEST,2024-01-19,Standard Class,Oregon,Binders,,9.47,0.7,-3.788,No,1,5.682,5.682
Furniture,Furnishings,New York City,United States,PN-18775,Parhena Norris,2020-03-05,CA-2017-161018,0,10009,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,East,97,Home Office,EAST,2024-01-19,Second Class,New York,Furnishings,,55.9874,0.0,40.5426,Yes,7,96.53,96.53
Office Supplies,Binders,San Francisco,United States,KD-16345,Katherine Ducich,2020-03-05,CA-2017-157833,0,94122,OFF-BI-10001721,Trimflex Flexible Post Binders,West,98,Consumer,WEST,2024-01-19,First Class,California,Binders,,33.3528,0.2,17.9592,Yes,3,51.312,51.312
Office Supplies,Appliances,Saint Paul,United States,ER-13855,Elpida Rittenbach,2020-03-05,CA-2016-149223,0,55106,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Central,99,Corporate,CENTRAL,2024-01-19,Standard Class,Minnesota,Appliances,,55.2948,0.0,22.5852,Yes,6,77.88,77.88
Office Supplies,Paper,Chicago,United States,RB-19465,Rick Bensley,2020-03-05,CA-2016-158568,0,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Central,100,Home Office,CENTRAL,2024-01-19,Standard Class,Illinois,Paper,,42.0056,0.2,22.6184,Yes,7,64.624,64.624
Technology,Accessories,Chicago,United States,RB-19465,Rick Bensley,2020-03-05,CA-2016-158568,0,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Central,101,Home Office,CENTRAL,2024-01-19,Standard Class,Illinois,Accessories,,106.7733,0.2,-10.7973,No,3,95.976,95.976
Office Supplies,Binders,Chicago,United States,RB-19465,Rick Bensley,2020-03-05,CA-2016-158568,0,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Central,102,Home Office,CENTRAL,2024-01-19,Standard Class,Illinois,Binders,,4.8276,0.8,-3.0396,No,3,1.788,1.788
Office Supplies,Paper,Rochester,United States,GZ-14470,Gary Zandusky,2020-03-05,CA-2016-129903,0,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,103,Consumer,CENTRAL,2024-01-19,Second Class,Minnesota,Paper,,12.1992,0.0,11.7208,Yes,4,23.92,23.92
Technology,Accessories,Aurora,United States,LC-16870,Lena Cacioppo,2020-03-05,US-2015-156867,0,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,104,Consumer,WEST,2024-01-18,Standard Class,Colorado,Accessories,,265.7718,0.2,-26.8758,No,6,238.896,238.896
Furniture,Furnishings,Aurora,United States,LC-16870,Lena Cacioppo,2020-03-06,US-2015-156867,0,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,105,Consumer,WEST,2024-01-18,Standard Class,Colorado,Furnishings,,106.1985,0.2,-3.8385,No,3,102.36,102.36
Office Supplies,Binders,Aurora,United States,LC-16870,Lena Cacioppo,2020-03-08,US-2015-156867,0,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,106,Consumer,WEST,2024-01-18,Standard Class,Colorado,Binders,,62.6994,0.7,-25.8174,No,3,36.882,36.882
Technology,Accessories,Charlotte,United States,JM-15250,Janet Martin,2020-03-08,CA-2017-119004,0,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,107,Consumer,SOUTH,2024-01-18,Standard Class,North Carolina,Accessories,,56.5104,0.2,17.6016,Yes,8,74.112,74.112
Technology,Phones,Charlotte,United States,JM-15250,Janet Martin,2020-03-08,CA-2017-119004,0,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,South,108,Consumer,SOUTH,2024-01-18,Standard Class,North Carolina,Phones,,25.8926,0.2,2.0994,Yes,1,27.992,27.992
Office Supplies,Art,Charlotte,United States,JM-15250,Janet Martin,2020-03-08,CA-2017-119004,0,28205,OFF-AR-10000390,Newell Chalk Holder,South,109,Consumer,SOUTH,2024-01-18,Standard Class,North Carolina,Art,,2.2302,0.2,1.0738,Yes,1,3.304,3.304
Technology,Accessories,Orland Park,United States,PA-19060,Pete Armstrong,2020-03-09,CA-2015-129476,0,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Central,110,Home Office,CENTRAL,2024-01-18,Standard Class,Illinois,Accessories,,271.968,0.2,67.992,Yes,5,339.96,339.96
Furniture,Furnishings,New York City,United States,CV-12805,Cynthia Voltz,2020-03-10,CA-2017-146780,0,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,111,Corporate,EAST,2024-01-18,Standard Class,New York,Furnishings,,31.0504,0.0,10.9096,Yes,2,41.96,41.96
Office Supplies,Art,Urbandale,United States,CL-12565,Clay Ludtke,2020-03-10,CA-2016-128867,0,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,112,Consumer,CENTRAL,2024-01-18,Standard Class,Iowa,Art,,53.172,0.0,22.788,Yes,2,75.96,75.96
Office Supplies,Binders,Urbandale,United States,CL-12565,Clay Ludtke,2020-03-11,CA-2016-128867,0,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Central,113,Consumer,CENTRAL,2024-01-18,Standard Class,Iowa,Binders,,13.8924,0.0,13.3476,Yes,6,27.24,27.24
Office Supplies,Fasteners,Columbus,United States,RC-19960,Ryan Crowe,2020-03-12,CA-2014-115259,0,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,114,Consumer,EAST,2024-01-18,Second Class,Ohio,Fasteners,,25.5612,0.2,14.5348,Yes,14,40.096,40.096
Office Supplies,Envelopes,Columbus,United States,RC-19960,Ryan Crowe,2020-03-12,CA-2014-115259,0,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,115,Consumer,EAST,2024-01-18,Second Class,Ohio,Envelopes,,3.068,0.2,1.652,Yes,2,4.72,4.72
Office Supplies,Paper,Columbus,United States,RC-19960,Ryan Crowe,2020-03-14,CA-2014-115259,0,43229,OFF-PA-10004965,Xerox 1921,East,116,Consumer,EAST,2024-01-18,Second Class,Ohio,Paper,,16.4835,0.2,7.4925,Yes,3,23.976,23.976
Office Supplies,Envelopes,Columbus,United States,RC-19960,Ryan Crowe,2020-03-14,CA-2014-115259,0,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,117,Consumer,EAST,2024-01-18,Second Class,Ohio,Envelopes,,86.4324,0.2,44.0316,Yes,6,130.464,130.464
Furniture,Tables,Seattle,United States,DK-13090,Dave Kipp,2020-03-14,CA-2015-110457,0,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,West,118,Consumer,WEST,2024-01-18,Standard Class,Washington,Tables,,622.1487,0.0,165.3813,Yes,3,787.53,787.53
Office Supplies,Binders,Bristol,United States,GG-14650,Greg Guthrie,2020-03-15,US-2015-136476,0,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,119,Corporate,SOUTH,2024-01-18,Standard Class,Tennessee,Binders,,273.5096,0.7,-115.7156,No,1,157.794,157.794
Furniture,Furnishings,Wilmington,United States,SC-20725,Steven Cartwright,2020-03-16,CA-2016-103730,0,19805,FUR-FU-10002157,Artistic Insta-Plaque,East,120,Consumer,EAST,2024-01-18,First Class,Delaware,Furnishings,,28.6944,0.0,18.3456,Yes,3,47.04,
Office Supplies,Binders,Wilmington,United States,SC-20725,Steven Cartwright,2020-03-17,CA-2016-103730,0,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,121,Consumer,EAST,2024-01-17,First Class,Delaware,Binders,,16.962,0.0,13.878,Yes,4,30.84,30.84
Office Supplies,Storage,Wilmington,United States,SC-20725,Steven Cartwright,2020-03-17,CA-2016-103730,0,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,122,Consumer,EAST,2024-01-17,First Class,Delaware,Storage,,163.1232,0.0,63.4368,Yes,6,226.56,226.56
Office Supplies,Envelopes,Wilmington,United States,SC-20725,Steven Cartwright,2020-03-18,CA-2016-103730,0,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,123,Consumer,EAST,2024-01-17,First Class,Delaware,Envelopes,,63.261,0.0,51.759,Yes,9,115.02,115.02
Technology,Phones,Wilmington,United States,SC-20725,Steven Cartwright,2020-03-18,CA-2016-103730,0,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,124,Consumer,EAST,2024-01-17,First Class,Delaware,Phones,,48.3084,0.0,19.7316,Yes,7,68.04,68.04
Furniture,Chairs,Houston,United States,AD-10180,Alan Dominguez,2020-03-21,US-2014-152030,0,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,125,Home Office,CENTRAL,2024-01-17,Second Class,Texas,Chairs,,609.1374,0.3,-8.5794,No,3,600.558,
Furniture,Tables,Bloomington,United States,PF-19165,Philip Fox,2020-03-23,US-2014-134614,0,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,126,Consumer,CENTRAL,2024-01-17,Standard Class,Illinois,Tables,,1025.382,0.5,-407.682,No,6,617.7,
Office Supplies,Binders,Phoenix,United States,TS-21610,Troy Staebel,2020-03-23,US-2017-107272,0,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,127,Consumer,WEST,2024-01-17,Standard Class,Arizona,Binders,,4.2188,0.7,-1.8308,No,2,2.388,2.388
Office Supplies,Storage,Phoenix,United States,TS-21610,Troy Staebel,2020-03-23,US-2017-107272,0,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,128,Consumer,WEST,2024-01-17,Standard Class,Arizona,Storage,,213.493,0.2,30.499,Yes,7,243.992,243.992
Furniture,Chairs,Los Angeles,United States,LS-16975,Lindsay Shagiari,2020-03-23,US-2016-125969,0,90004,FUR-CH-10001146,"Global Task Chair, Black",West,129,Home Office,WEST,2024-01-17,Second Class,California,Chairs,,90.5842,0.2,-9.1602,No,2,81.424,81.424
Furniture,Furnishings,Los Angeles,United States,LS-16975,Lindsay Shagiari,2020-03-23,US-2016-125969,0,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,130,Home Office,WEST,2024-01-17,Second Class,California,Furnishings,,212.3184,0.0,26.2416,Yes,3,238.56,238.56
Technology,Phones,Columbus,United States,DW-13585,Dorothy Wardle,2020-03-23,US-2017-164147,0,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,131,Corporate,EAST,2024-01-17,First Class,Ohio,Phones,,71.964,0.4,-11.994,No,5,59.97,59.97
Office Supplies,Paper,Columbus,United States,DW-13585,Dorothy Wardle,2020-03-23,US-2017-164147,0,43229,OFF-PA-10002377,Xerox 1916,East,132,Corporate,EAST,2024-01-17,First Class,Ohio,Paper,,48.94,0.2,29.364,Yes,2,78.304,78.304
Office Supplies,Fasteners,Columbus,United States,DW-13585,Dorothy Wardle,2020-03-23,US-2017-164147,0,43229,OFF-FA-10002780,Staples,East,133,Corporate,EAST,2024-01-17,First Class,Ohio,Fasteners,,14.4828,0.2,6.9732,Yes,9,21.456,21.456
Office Supplies,Paper,Roseville,United States,LC-16885,Lena Creighton,2020-03-23,CA-2016-145583,0,95661,OFF-PA-10001804,Xerox 195,West,134,Consumer,WEST,2024-01-17,Standard Class,California,Paper,,10.4208,0.0,9.6192,Yes,3,20.04,
Office Supplies,Paper,Roseville,United States,LC-16885,Lena Creighton,2020-03-23,CA-2016-145583,0,95661,OFF-PA-10001736,Xerox 1880,West,135,Consumer,WEST,2024-01-16,Standard Class,California,Paper,,18.7832,0.0,16.6568,Yes,1,35.44,35.44
Office Supplies,Art,Roseville,United States,LC-16885,Lena Creighton,2020-03-24,CA-2016-145583,0,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,136,Consumer,WEST,2024-01-16,Standard Class,California,Art,,8.064,0.0,3.456,Yes,4,11.52,11.52
Office Supplies,Fasteners,Roseville,United States,LC-16885,Lena Creighton,2020-03-24,CA-2016-145583,0,95661,OFF-FA-10002988,Ideal Clamps,West,137,Consumer,WEST,2024-01-16,Standard Class,California,Fasteners,,2.0502,0.0,1.9698,Yes,2,4.02,4.02
Office Supplies,Binders,Roseville,United States,LC-16885,Lena Creighton,2020-03-24,CA-2016-145583,0,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,138,Consumer,WEST,2024-01-16,Standard Class,California,Binders,,49.5144,0.2,26.6616,Yes,3,76.176,76.176
Office Supplies,Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-03-24,CA-2016-145583,0,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,139,Consumer,WEST,2024-01-16,Standard Class,California,Supplies,,47.4336,0.0,18.4464,Yes,6,65.88,65.88
Furniture,Furnishings,Roseville,United States,LC-16885,Lena Creighton,2020-03-25,CA-2016-145583,0,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,140,Consumer,WEST,2024-01-16,Standard Class,California,Furnishings,,22.4224,0.0,20.6976,Yes,14,43.12,43.12
Furniture,Furnishings,Philadelphia,United States,JD-15895,Jonathan Doherty,2020-03-25,CA-2016-110366,0,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,141,Corporate,EAST,2024-01-16,Second Class,Pennsylvania,Furnishings,,72.45,0.2,10.35,Yes,2,82.8,82.8
Office Supplies,Art,San Francisco,United States,SH-19975,Sally Hughsby,2020-03-25,CA-2017-106180,0,94122,OFF-AR-10000940,Newell 343,West,142,Corporate,WEST,2024-01-16,Standard Class,California,Art,,6.4386,0.0,2.3814,Yes,3,8.82,8.82
Office Supplies,Envelopes,San Francisco,United States,SH-19975,Sally Hughsby,2020-03-25,CA-2017-106180,0,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,143,Corporate,WEST,2024-01-16,Standard Class,California,Envelopes,,5.7558,0.0,5.1042,Yes,3,10.86,10.86
Office Supplies,Paper,San Francisco,United States,SH-19975,Sally Hughsby,2020-03-25,CA-2017-106180,0,94122,OFF-PA-10004327,Xerox 1911,West,144,Corporate,WEST,2024-01-16,Standard Class,California,Paper,,74.724,0.0,68.976,Yes,3,143.7,143.7
Office Supplies,Appliances,Independence,United States,SG-20080,Sandra Glassco,2020-03-25,CA-2017-155376,0,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,145,Consumer,CENTRAL,2024-01-16,Standard Class,Missouri,Appliances,,621.1782,0.0,218.2518,Yes,3,839.43,
Office Supplies,Storage,Pasadena,United States,HA-14920,Helen Andreada,2020-03-25,CA-2015-110744,0,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,146,Consumer,WEST,2024-01-16,Standard Class,California,Storage,,651.7721,0.0,20.1579,Yes,7,671.93,671.93
Furniture,Furnishings,Newark,United States,MG-17680,Maureen Gastineau,2020-03-25,CA-2014-110072,0,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,147,Home Office,EAST,2024-01-16,Standard Class,Ohio,Furnishings,,80.9784,0.2,12.9096,Yes,4,93.888,93.888
Technology,Phones,Franklin,United States,JE-16165,Justin Ellison,2020-03-25,CA-2016-114489,0,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,148,Corporate,CENTRAL,2024-01-15,Standard Class,Wisconsin,Phones,,280.6485,0.0,103.8015,Yes,11,384.45,384.45
Technology,Phones,Franklin,United States,JE-16165,Justin Ellison,2020-03-26,CA-2016-114489,0,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,149,Corporate,CENTRAL,2024-01-15,Standard Class,Wisconsin,Phones,,143.9712,0.0,5.9988,Yes,3,149.97,149.97
Furniture,Chairs,Franklin,United States,JE-16165,Justin Ellison,2020-03-26,CA-2016-114489,0,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,150,Corporate,CENTRAL,2024-01-15,Standard Class,Wisconsin,Chairs,,1366.288,0.0,585.552,Yes,8,1951.84,1951.84
Office Supplies,Binders,Franklin,United States,JE-16165,Justin Ellison,2020-03-27,CA-2016-114489,0,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,151,Corporate,CENTRAL,2024-01-15,Standard Class,Wisconsin,Binders,,90.9215,0.0,80.6285,Yes,5,171.55,171.55
Office Supplies,Appliances,Scottsdale,United States,TW-21025,Tamara Willingham,2020-03-27,CA-2016-158834,0,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,152,Home Office,WEST,2024-01-15,First Class,Arizona,Appliances,,140.154,0.2,17.766,Yes,5,157.92,157.92
Technology,Phones,Scottsdale,United States,TW-21025,Tamara Willingham,2020-03-27,CA-2016-158834,0,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,153,Home Office,WEST,2024-01-15,First Class,Arizona,Phones,,187.9452,0.2,15.2388,Yes,2,203.184,203.184
Office Supplies,Paper,San Jose,United States,SP-20650,Stephanie Phelps,2020-03-27,CA-2015-124919,0,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,154,Corporate,WEST,2024-01-15,First Class,California,Paper,,32.109,0.0,26.271,Yes,7,58.38,58.38
Office Supplies,Paper,San Jose,United States,SP-20650,Stephanie Phelps,2020-03-27,CA-2015-124919,0,95123,OFF-PA-10002254,Xerox 1883,West,155,Corporate,WEST,2024-01-15,First Class,California,Paper,,56.9808,0.0,48.5392,Yes,4,105.52,
Office Supplies,Storage,San Jose,United States,SP-20650,Stephanie Phelps,2020-03-29,CA-2015-124919,0,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,156,Corporate,WEST,2024-01-15,First Class,California,Storage,,59.8512,0.0,21.0288,Yes,6,80.88,80.88
Office Supplies,Art,Seattle,United States,NK-18490,Neil Knudson,2020-03-29,CA-2015-118948,0,98105,OFF-AR-10001547,Newell 311,West,157,Home Office,WEST,2024-01-15,Standard Class,Washington,Art,,4.8399,0.0,1.7901,Yes,3,6.63,6.63
Furniture,Chairs,Seattle,United States,DB-13060,Dave Brooks,2020-03-29,CA-2014-104269,0,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,158,Consumer,WEST,2024-01-15,Second Class,Washington,Chairs,,406.0916,0.2,51.4764,Yes,2,457.568,457.568
Office Supplies,Labels,Edmond,United States,NP-18670,Nora Paige,2020-03-29,CA-2016-114104,0,73034,OFF-LA-10002475,Avery 519,Central,159,Consumer,CENTRAL,2024-01-15,Standard Class,Oklahoma,Labels,,7.7486,0.0,6.8714,Yes,2,14.62,14.62
Technology,Phones,Edmond,United States,NP-18670,Nora Paige,2020-03-29,CA-2016-114104,0,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,160,Consumer,CENTRAL,2024-01-15,Standard Class,Oklahoma,Phones,,708.6975,0.0,236.2325,Yes,7,944.93,
Office Supplies,Paper,Los Angeles,United States,TT-21070,Ted Trevino,2020-03-29,CA-2016-162733,0,90045,OFF-PA-10002751,Xerox 1920,West,161,Consumer,WEST,2024-01-15,First Class,California,Paper,,3.289,0.0,2.691,Yes,1,5.98,5.98
Technology,Accessories,Philadelphia,United States,EM-13960,Eric Murdock,2020-03-29,CA-2015-119697,0,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,162,Consumer,EAST,2024-01-15,Second Class,Pennsylvania,Accessories,,53.0244,0.2,1.3596,Yes,2,54.384,54.384
Office Supplies,Envelopes,Carlsbad,United States,RD-19900,Ruben Dartt,2020-03-29,CA-2016-154508,0,88220,OFF-EN-10001990,Staple envelope,West,163,Consumer,WEST,2024-01-15,Standard Class,New Mexico,Envelopes,,15.052,0.0,13.348,Yes,5,28.4,28.4
Office Supplies,Binders,Seattle,United States,MJ-17740,Max Jones,2020-04-01,CA-2016-113817,0,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,164,Consumer,WEST,2024-01-14,Standard Class,Washington,Binders,,17.992,0.2,9.688,Yes,2,27.68,27.68
Office Supplies,Art,San Antonio,United States,BM-11140,Becky Martin,2020-04-01,CA-2014-139892,0,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Central,165,Consumer,CENTRAL,2024-01-14,Standard Class,Texas,Art,,7.2036,0.2,2.7324,Yes,3,9.936,9.936
Technology,Machines,San Antonio,United States,BM-11140,Becky Martin,2020-04-01,CA-2014-139892,0,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Central,166,Consumer,CENTRAL,2024-01-13,Standard Class,Texas,Machines,,9519.944,0.4,-1359.992,No,8,8159.952,8159.952
Office Supplies,Storage,San Antonio,United States,BM-11140,Becky Martin,2020-04-02,CA-2014-139892,0,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,167,Consumer,CENTRAL,2024-01-13,Standard Class,Texas,Storage,,334.5627,0.2,-58.6347,No,3,275.928,275.928
